time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-02-15 09:30:00-05:00,MultiMAC,4aa40c1193db46c7b7750fc2c67dca03,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-15 09:30:00-05:00,MultiMAC,4aa40c1193db46c7b7750fc2c67dca03,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,25.020000457763672,5560.0,0.0
2023-02-16 09:30:00-05:00,MultiMAC,be03343df62b4238ad96c9eea4fc97cc,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-16 09:30:00-05:00,MultiMAC,be03343df62b4238ad96c9eea4fc97cc,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,24.829999923706055,5602.0,0.0
2023-02-17 09:30:00-05:00,MultiMAC,37280b4df33c40b68c3622c3d6e48736,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-17 09:30:00-05:00,MultiMAC,37280b4df33c40b68c3622c3d6e48736,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,24.030000686645508,5602.0,0.0
2023-02-21 09:30:00-05:00,MultiMAC,816af250052f4118a281d497f405cd44,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-21 09:30:00-05:00,MultiMAC,816af250052f4118a281d497f405cd44,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,23.100000381469727,5828.0,0.0
2023-02-22 09:30:00-05:00,MultiMAC,97742d0063d74a15926e61696967ea8d,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-22 09:30:00-05:00,MultiMAC,97742d0063d74a15926e61696967ea8d,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,22.450000762939453,5828.0,0.0
2023-03-20 09:30:00-04:00,MultiMAC,d0985e1ea1be4baea85fd37e1ce74222,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-03-20 09:30:00-04:00,MultiMAC,d0985e1ea1be4baea85fd37e1ce74222,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,24.43000030517578,5356.0,0.0
2023-03-21 09:30:00-04:00,MultiMAC,025d02d8ec7646108b4ca3fbad953708,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-21 09:30:00-04:00,MultiMAC,025d02d8ec7646108b4ca3fbad953708,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,25.309999465942383,5356.0,0.0
2023-03-22 09:30:00-04:00,MultiMAC,e5aa98f1ec7b4da8bbe26fe709886d99,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-03-22 09:30:00-04:00,MultiMAC,e5aa98f1ec7b4da8bbe26fe709886d99,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,25.709999084472656,5272.0,0.0
2023-03-23 09:30:00-04:00,MultiMAC,455f209b616e4cdb90baaab6ac233c92,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
